000065|У самог+о Тихом+ирова происхожд+ения н+е б+ыло вообщ+е.
000066|Ег+о пород+или директ+ивы.
000067|грохот+ал +он.
000068|К+акать в одн+ом п+оле н+е с+яду!
000069|Стар+уха подним+ала г+олову т+ак р+езко, чт+о взлет+ал е+ё кр+ошечный золот+ой медаль+он.
000070|Неуж+ели к+акать р+ядом с в+ами — так+ая +уж больш+ая ч+есть?!
000071|Т+усклые п+ерья н+а шл+япе гн+евно вздр+агивали.
000072|Дл+я Тихом+ирова я б+ыл чересч+ур из+ыскан.
000073|Дл+я М+ау безнад+ёжно вульг+арен.
000074|Н+о пр+отив +Агнии Фр+анцевны, у мен+я б+ыло с+ильное ор+ужие — в+ежливость.
000075|А Тихом+ирова в+ежливость настор+аживала.
000076|+Он зн+ал, чт+о в+ежливость — маскир+ует пор+оки.
000077|И в+от одн+ажды, я бес+едовал п+о коммун+альному телеф+ону.
000078|Бес+еда +эта стр+ашно раздраж+ала Тихом+ирова — чрезм+ерным +умственным изоб+илием.
000079|Р+аз д+есять, Тихом+иров просл+едовал +узкой коммун+альной тр+ассой.
000080|Тр+ижды ход+ил в уб+орную.
000081|Зав+аривал ч+ай.
000082|Д+о пол+ярного си+яния нач+истил лиш+ённые индивиду+альности бот+инки.
000083|Д+аже зач+ем-то воз+ил св+ой моп+ед н+а к+ухню, и обр+атно.
000084|А я вс+ё говор+ил.
000085|Я говор+ил чт+о Л+ев Толст+ой, п+о с+ути д+ела обыв+атель.
000086|Чт+о Досто+евский сродн+и постимпрессион+изму.
000087|Чт+о апперц+епция у Бальз+ака неорган+ична.
000088|Чт+о Л+юда Федос+еенко сд+елала аб+орт.
000089|Чт+о америк6анской пр+озе н+е хват+ает космополит+ического ферм+ента.
000090|И Тихом+иров н+е в+ыдержал.
000091|Ум+ышленно зад+ев мен+я пол+огим живот+ом, +он р+явкнул.
000092|Смотр+ите-к+а, пис+атель!
000093|Д+а +это ж+е пис+атель!
000094|Расстр+еливать н+адо так+их пис+ателей!
000095|Зн+ал б+ы я тогд+а чт+о +этот в+опль рассл+абленного +умственной перегр+узкой квартуполном+оченного — н+а д+олгие г+оды определ+ит мо+ю ж+изнь.
000096|Расстр+еливать н+адо так+их пис+ателей. К+ажется я допуск+аю ош+ибку.
000097|Необход+има как+ая-то посл+едовательность.
000098|Наприм+ер хронолог+ическая.
000099|П+ервый литерат+урный +импульс — в+от с чег+о я начн+у.
000100|+Это б+ыло в октябр+е, т+ысяча девятьс+от с+орок п+ятого г+ода.
000101|Башк+ирия, Уф+а, эваку+ация, мн+е тр+и нед+ели.
000102|Когд+а-т+о я запис+ал +этот сл+учай.
000103|М+ой от+ец б+ыл режисс+ёром драмат+ического те+атра.
000105|Войн+а н+е разлуч+ила +их.
000106|Он+и расст+ались знач+ительно п+озже, когд+а вс+ё б+ыло хорош+о.
000107|Я род+ился в эваку+ации, четв+ёртого октябр+я.
000108|Прошл+о тр+и нед+ели.
000109|М+ать шл+а с кол+яской п+о бульв+ару.
000110|И т+ут е+ё останов+ил незнак+омый челов+ек.
000111|М+ать говор+ила чт+о ег+о лиц+о б+ыло некрас+ивым и гр+устным.
000112|А гл+авное совс+ем прост+ым, к+ак у дерев+енского мужик+а.
000113|Я д+умаю, он+о б+ыло ещ+ё и знач+ительным.
000114|Нед+аром м+ама п+омнила ег+о вс+ю ж+изнь.
000115|Шт+атский незнак+омец каз+ался вполн+е здор+овым.
000116|Прост+ите — реш+ительно и смущ+ённо в+ыговорил +он — н+о я б+ы хот+ел ущипн+уть +этого мальч+ишку.
000117|М+ама возмут+илась.
000118|Н+овости — сказ+ала он+а — т+ак в+ы и мен+я захот+ите ущипн+уть.
000119|Вр+яд л+и — успок+оил е+ё незнак+омец.
000121|Хот+я ещ+ё мин+уту наз+ад, я б+ы зад+умался пр+ежде ч+ем отв+етить.
000122|Ид+ёт войн+а — зам+етила м+ама. Уж+е н+е т+ак р+езко: Свящ+енная войн+а.
000123|Насто+ящие мужч+ины г+ибнут н+а передов+ой.
000124|А н+екоторые гул+яют п+о бульв+ару, и зада+ют стр+анные вопр+осы.
000125|Д+а печ+ально — соглас+ился незнак+омец — войн+а ид+ёт.
000126|Он+а ид+ёт в душ+е к+аждого +из н+ас.
000128|В+ы р+анили мо+ё с+ердце.
000129|Прошл+о тр+идцать дв+а г+ода...
000130|И в+от я чит+аю стать+ю +об Андр+ее Плат+онове.
000131|Ок+азывается Плат+онов ж+ил в Уф+е.
000132|Пр+авда +очень нед+олго.
000133|В+есь окт+ябрь с+орок п+ервого г+ода.
000134|И у нег+о т+ам случ+илась бед+а.
000135|Проп+ал чемод+ан с+о вс+еми р+укописями.
000136|Челов+ек кот+орый хот+ел ущипн+уть мен+я — б+ыл Андр+еем Плат+оновым.
000137|Я пов+едал +об +этой встр+ече друзь+ям.
000138|Ун+ылые л+юди сказ+али чт+о +это м+ог б+ыть и н+е Андр+ей Плат+онов.
000139|М+ало л+и заг+адочных т+ипов шат+ается п+о бульв+арам?
000140|Как+ая чепух+а!
000141|В оп+исанной ист+ории д+аже я фиг+ура несомн+енная.
000142|Т+ак чт+о ж+е говор+ить о Плат+онове!
000143|Я ч+асто д+умаю пр+о в+ора кот+орый укр+ал чемод+ан с р+укописями.
000144|В+ор нав+ерное обр+адовался зав+идев чемод+ан Плат+онова.
000145|+Он д+умал т+ам леж+ит фл+яга сп+ирта, шеви+отовый м+антель, и больш+ой кус+ок гов+ядины.
000146|Т+о чт+о зат+ем обнар+ужилось, б+ыло кр+епче сп+ирта, ценн+ее шеви+отового м+антеля, и дор+оже вс+ей гов+ядины н+ашей план+еты.
000147|Пр+осто в+ор +этого н+е зн+ал.
000148|В+идно +он род+ился хрон+ическим неуд+ачником.
000149|Хот+ел зараб+отать, а ст+ал влад+ельцем пуст+ого чемод+ана.
000150|Чт+о м+ожет б+ыть плач+евнее?
000151|Маз+урик должн+о б+ыть швырн+ул р+укопись в кан+аву, гд+е он+а и сг+инула.
000152|Р+укопись леж+ащая в кан+аве, +или в +ящике стол+а, неотлич+има +от прошлог+одних газ+ет.
000153|Я н+е д+умаю чт+обы Андр+ей Плат+онов безм+ерно сожал+ел +об утр+аченной р+укописи.
000154|В +этих сл+учаях насто+ящие пис+атели рассужд+ают т+ак.
000155|Д+аже хорош+о чт+о у мен+я проп+али ст+арые р+укописи, в+едь он+и б+ыли т+ак несоверш+енны.
000156|Теп+ерь я вын+ужден перепис+ать расск+азы з+аново, и он+и ст+анут л+учше.
000157|Б+ыло л+и вс+ё т+ак н+а с+амом д+еле?
000158|Д+а р+азве +это в+ажно.
000159|Д+умаю чт+о обойд+ёмся б+ез нот+ариуса.
000160|Мо+я душ+а тр+ебует +этой встр+ечи!
000161|Н+е зр+я ж+е я с д+етства мечт+ал о литерат+уре.
000162|И в+от пыт+аюсь найт+и слов+а.
000163|Я в+ынужден сообщ+ать как+ие-т+о дет+али мо+ей биогр+афии, ин+аче мн+огое ост+анется не+ясным.
000164|Сд+елаю +это к+оротко — пункт+иром.
000165|Т+олстый, заст+енчивый м+альчик.
000166|М+ать самокрит+ично бр+осила те+атр, и раб+отает корр+ектором.
000167|Др+ужба с +Алешей Лавр+ентьевым, з+а кот+орым приезж+ает ф+орд.
000168|Ал+еша шал+ит. Мн+е пор+учено восп+итывать ег+о.
000169|Тогд+а мен+я возьм+ут н+а д+ачу.
000170|Я становл+юсь м+аленьким гуверн+ёром.
000171|Я умн+ее и б+ольше чит+ал.
000172|Я зн+аю к+ак угод+ить взр+ослым.
000173|Ч+ёрные двор+ы.
000174|Зарожд+ающаяся т+яга к пл+ебсу.
000175|Мечт+ы о с+иле и бесстр+ашии.
000176|П+охороны д+охлой к+ошки з+а сар+аями.
000177|Мо+я надгр+обная р+ечь, в+ызвавшая сл+езы Ж+анны — д+очери электромонт+ёра.
000178|Я ум+ею говор+ить, расск+азывать.
000179|Бескон+ечные дв+ойки.
000180|Равнод+ушие к т+очным наук+ам.
000181|Совм+естное обуч+ение.
000182|+Алла Горшк+ова.
000183|М+ой дл+инный яз+ык.
000184|Неукл+южие эпигр+аммы.
000185|Т+яжкое бр+емя сексу+альной нев+инности.
000186|Т+ысяча девятьс+от пятьдес+ят втор+ой г+од.
000187|Я отсыл+аю в газ+ету Ленингр+адские +искры — чет+ыре стихотвор+ения.
000188|Одн+о — кон+ечно пр+о Ст+алина.
000189|Тр+и пр+о жив+отных.
000190|П+ервые расск+азы.
000191|Он+и публику+ются в д+етском журн+але Кост+ёр.
000192|Напомин+ают х+удшие в+ещи ср+едних профессион+алов.
000193|С по+эзией кон+ечно навсегд+а.
000194|С нев+инностью т+оже.
000195|Аттест+ат зр+елости.
000196|Произв+одственный ст+аж.
000197|Типогр+афия +имени Волод+арского...
000198|Сигар+еты вин+о, и мужск+ие разгов+оры.
000199|Раст+ущая т+яга к пл+ебсу.
000200|Т+о +есть букв+ально, н+и одног+о интеллиг+ентного при+ятеля.
000201|Университ+ет +имени Жд+анова.
000202|Звуч+ит н+е х+уже ч+ем Университ+ет +имени +Аль Кап+оне.
000203|Студ+енческие литерат+урные упражн+ения...
000204|Бескон+ечные переэкзамен+овки.
000205|Несч+астная люб+овь, ок+ончившаяся жен+итьбой.
000206|Знак+омство с молод+ыми ленингр+адскими по+этами: Р+ейном, Н+айманом, Бр+одским.
000207|Наиб+олее попул+ярный челов+ек т+ой эп+охи — Серг+ей В+ольф.
000208|Д+едушка р+уссой слов+естности.
000209|Н+ас познак+омили в рестор+ане.
000210|В+ольф напомин+ал америк+анского безраб+отного с плак+ата.
000211|Дж+инсы св+итер, м+ятый кл+етчатый пидж+ак.
000213|Я приглас+ил ег+о в фой+е, и невн+ятно объясн+ился б+ез свид+етелей.
000214|Я хот+ел чт+обы В+ольф — прочит+ал мо+и расск+азы.
000215|В+ольф б+ыл нетерпел+ив.
000216|Я л+ишь поздн+ее сообраз+ил — в+одка нагрев+ается.
000217|Люб+имые пис+атели?
000218|к+оротко спрос+ил В+ольф.
000219|Я назв+ал Хемингу+эя — Белл+я р+усских кл+ассиков.
000220|Ж+аль — произн+ёс +он зад+умчиво — ж+аль.
000221|Попрощ+ался и уш+ёл.
000222|Я б+ыл н+есколько озад+ачен.
000223|Ж+еня Р+ейн пот+ом объясн+ил мн+е.
000224|Назв+али б+ы В+ольфа.
000225|+Он б+ы в+ас угост+ил.
000226|Насто+ящие пис+атели — интерес+уются т+олько соб+ой.
000227|К+ак всегд+а, Р+ейн б+ыл пр+ав.
000229|К+ак-т+о сид+ел у мен+я Весел+ов, б+ывший л+ётчик.
000230|Темпер+аментно расск+азывал +об ави+ации.
000231|Самол+ёты преодолев+ают в+ерхнюю +облачность!
000233|Гл+охнут мот+оры!
000234|Самол+ёты п+адают!
000235|Л+юди разбив+аются!
000236|Ж+аворонки попад+ают в с+опла.
000238|А напр+отив сид+ел Ж+еня Р+ейн.
000239|Самол+ёты разбив+аются — крич+ал Весел+ов — мот+оры гл+охнут!
000240|В с+опла попад+ают ж+аворонки!
000242|Г+ибнут л+юди!
000243|Тогд+а Р+ейн об+иженно кр+икнул: А ж+аворонки чт+о выжив+ают?!
000244|Д+а и с В+ольфом у мен+я хор+ошие отнош+ения.
000245|О н+ем +есть так+ая з+апись.
000247|В+ольф с Длугол+енским отпр+авились лов+ить р+ыбу.
000248|В+ольф пойм+ал огр+омного судак+а.
000249|Вруч+ил ег+о хоз+яйке, и говор+ит.
000250|Подж+арьте +этого судак+а, и б+удем вм+есте +ужинать.
000251|Т+ак и сд+елали.
000252|По+ужинали, в+ыпили.
000253|В+ольф и Длугол+енский ушл+и в св+ой чул+ан.
000254|Хм+урый В+ольф — сказ+ал Длугол+енскому.
000255|У теб+я +есть каранд+аш и бум+ага?
000256|В+ольф порисов+ал мин+уты дв+е, и говор+ит: В+от с+уки!
000257|Он+и под+али н+е всег+о судак+а!
000258|+Этот объ+ем б+ыл.
000259|И +этот сп+уск б+ыл.
000260|А в+от +этого перев+ала — н+е б+ыло.
000261|+Явный проб+ел в траект+ории судак+а.
000262|Т+ысяча девятьс+от шестидес+ятый г+од.
000263|Н+овый тв+орческий подъ+ем.
000264|Расск+азы п+ошлые д+о кр+айности.
000266|Неизм+енный антур+аж — вечер+инка.
000267|В+от прим+ерный обр+азчик факт+уры.
000268|А т+ы сл+авный м+алый!
000269|Д+а т+ы сл+авный м+алый!
000270|Н+ет, т+ы сл+авный м+алый!
000271|Пр+осто замеч+ательный.
000272|Т+ы мен+я л+юбишь?
000273|Выпир+ающие р+ебра подт+екста.
000274|Хемингу+эй к+ак иде+ал литерат+урный, и челов+еческий.
000275|Нед+олгие зан+ятия б+оксом.
000276|Разв+од отм+еченный тр+ёхдневной пь+янкой.
000278|Я хот+ел уж+е перейт+и к реш+ающему эт+апу сво+ей литерат+урной биогр+афии...
000279|И в+от перечит+ал нап+исанное.
000280|Чт+о-то в+ажное ск+омкано. Заб+ыто.
000281|Уп+ущенные ф+акты тормоз+ят мо+и автобиограф+ические дор+оги.
000282|Я уж+е говор+ил чт+о познак+омился с Бр+одским?
000283|В+ытеснив Хемингу+эя +он навсегд+а ст+ал мо+им литерат+урным кум+иром.
000284|Н+ас познак+омила мо+я б+ывшая жен+а +Ася.
000285|Д+о +этого, он+а н+е р+аз говор+ила...
000286|Чт+о +есть л+юди п+еред кот+орыми сто+ят вел+икие ц+ели.
000288|Шл+и м+ы отк+уда-то с Бр+одским.
000289|Б+ыл п+оздний в+ечер.
000290|Спуст+ились в метр+о, закр+ыто.
000291|Чуг+унная реш+ётка +от земл+и д+о потолк+а.
000292|А з+а реш+ёткой — прог+уливается милицион+ер.
000293|И+осиф подош+ёл бл+иже.
000294|Зат+ем, дов+ольно гр+омко кр+икнул.
000295|Милицион+ер насторож+ился, оберн+улся.
000296|Д+ивная карт+ина! — сказ+ал ем+у Б+родский. Вперв+ые наблюд+аю мент+а — з+а реш+ёткой!
000297|Я познак+омился с Бр+одским, Н+айманом, Р+ейном.
000298|В дальн+ейшем узн+ал +их л+учше.
000299|Т+о +есть в послеарм+ейские г+оды когд+а м+ы н+есколько сбл+изились.
000300|Д+о +этого, я н+е м+ог п+о засл+угам оцен+ить +их тв+орческое и л+ичное своеобр+азие.
000301|Б+олее тог+о, мо+ё отнош+ение к +этой гр+уппе по+этов — им+ело нал+ёт скептиц+изма.
000302|Пом+имо литерат+уры, я ж+ил интер+есами сп+орта — футб+ола.
000303|Нр+авился б+арышням +из техн+ических в+узов.
000304|Литерат+ура пок+а н+е ст+ала мо+им ед+инственным зан+ятием.
000305|Я уваж+ал Евтуш+енко.
000306|Почем+у ж+е т+ак в+ажно упомян+уть +эту гр+уппу?
000307|Я уж+е тогд+а зн+ал о существов+ании неофици+альной литерат+уры.
000308|О существов+ании т+ак назыв+аемой втор+ой культ+урной действ+ительности.
000309|Т+ой с+амой действ+ительности, кот+орая ч+ерез н+есколько л+ет преврат+ится в ед+инственную ре+альность.
000310|Пов+естка +из военком+ата.
000311|З+а тр+и м+есяца д+о +этого, я пок+инул университ+ет.
000312|В дальн+ейшем, я говор+ил о прич+инах ух+ода тум+анно.
000313|Заг+адочно кас+ался н+еких полит+ических мот+ивов.
000314|Н+а с+амом д+еле вс+ё б+ыло пр+още.
000315|Р+аза чет+ыре я сдав+ал экз+амен п+о нем+ецкому язык+у.
000316|И к+аждый р+аз пров+аливался.
000317|Яз+ыка я н+е зн+ал соверш+енно.
000318|Н+и ед+иного сл+ова.
000319|Кр+оме им+ён вожд+ей миров+ого пролетари+ата.
000320|И након+ец мен+я в+ыгнали.
000321|Я ж+е к+ак в+одится намек+ал чт+о страд+аю з+а пр+авду.
000322|Зат+ем, мен+я призв+али в +армию.
000323|И я поп+ал в конв+ойную охр+ану.
000324|Очев+идно, мн+е сужден+о б+ыло побыв+ать в ад+у.
000325|Я н+е б+уду расск+азывать чт+о так+ое В+ОХРА.
000326|Чт+о так+ое н+ынешний Устьв+ымлаг.
000327|Наиб+олее драмат+ические ситу+ации отраж+ены в мо+ей р+укописи З+она.
000328|П+о н+ей д+умаю м+ожно суд+ить о т+ом к+ак я ж+ил +эти г+оды.
000329|Дв+а экземпл+яра З+оны у мен+я сохран+ились.
000330|Ещ+ё од+ин благопол+учно перепр+авлен в Нью-Й+орк.
000331|И после+дний четв+ёртый — нах+одится в эст+онском кэгэб+э.
000332|Н+о +об +этом п+озже.
000333|З+она — мему+ары надзир+ателей конв+ойной охр+аны, ц+икл тюр+емных расск+азов.
000334|К+ак в+идите, н+ачал я с бытопис+ания изн+анки ж+изни.
000335|Деб+ют вполн+е ест+ественный: Б+абель, Г+орький, Хемингу+эй.
000336|Экзот+ичность пережит+ого матери+ала — в+ажный литерат+урный ст+имул.
000337|Хот+я наиб+олее чуд+овищные эпат+ирующие подр+обности л+агерной ж+изни, я к+ак говор+ится опуст+ил.
000338|Воспроизвод+ить +их н+е хот+елось.
000339|+Это в+ыглядело б+ы спекулят+ивно.
000340|Эфф+ект — заключ+ался б+ы н+е в худ+ожественной тк+ани произвед+ения а в сам+ом матери+але.
000341|Т+ак чт+о я игнор+ировал кр+айности, пыт+аясь держ+аться в об+ыденных эстет+ических р+амках.
000342|В ч+ем основн+ые ид+еи З+оны?
000343|Миров+ая к+аторжная литерат+ура — зн+ает дв+е сист+емы ид+ейных представл+ений.
000344|Дв+а нр+авственных асп+екта.
000345|К+аторжник ж+ертва — гер+ой. Благор+одная многострад+альная фиг+ура.
000346|Соотв+етственно, распредел+яются мор+альные ориент+иры.
000347|Т+о +есть представ+ители реж+има — с+ила негат+ивная, отриц+ательная.
000348|К+аторжник м+онстр злод+ей.
000349|Соотв+етственно вс+ё наобор+от.
000350|Кар+атель полиц+ейский, с+ыщик, милицион+ер — фиг+уры благор+одные, и геро+ические.
000351|Я ж+е с удивл+ением обнар+ужил н+ечто тр+етье.
000352|Полиц+ейские и в+оры — чрезвыч+айно напомин+ают др+уг др+уга.
000353|Заключ+ённые ос+обого реж+има и л+агерные надзир+атели без+умно пох+ожи.
000354|Яз+ык +образ м+ыслей, фолькл+ор, эстет+ические кан+оны, нр+авственные устан+овки.
000355|Так+ов результ+ат обо+юдного вли+яния.
000356|П+о +обе ст+ороны кол+ючей пр+оволоки — ед+иный и ж+естокий мир.
000357|+Это я и попыт+ался в+ыразить.
000358|И ещ+ё одн+у сущ+ественную черт+у усм+атриваю в мо+ем л+агерном насл+едии.
000359|Сравн+ительно н+овый п+о отнош+ению к миров+ой литерат+уре штр+их.
000360|К+аторга — неизм+енно изображ+алась с поз+иции ж+ертвы.
000361|К+аторга ж+е ув+ы, и пополн+яла ряд+ы литер+аторов.
000362|Л+агерная охр+ана — н+е пород+ила в+идных мастер+ов сл+ова.
000363|Т+ак чт+о мо+и Зап+иски охр+анника своеобр+азная нов+инка.
000364|Кор+оче, +осенью шестьдес+ят четв+еротого г+ода — я появ+ился в Ленингр+аде.
000365|В т+ощем рюкзак+е леж+ала З+она.
000366|Перспект+ивы б+ыли с+амые не+ясные.
000367|Начин+ался важн+ейший эт+ап мо+ей ж+изни.
000368|Я встр+етился с б+ывшими при+ятелями.
000369|Общ+аться н+ам ст+ало тр+удно.
000370|Возн+ик как+ой-т+о психолог+ический барь+ер.
000371|Друзь+я конч+али университ+ет, серь+ёзно заним+ались филол+огией.
000372|Подхв+аченные т+ёплым в+етром нач+ала шестидес+ятых год+ов, он+и интеллекту+ально расцвел+и.
000373|А я — безнад+ёжно отст+ал.
000374|Я напомин+ал фронтов+ика, кот+орый верн+улся и обнар+ужил, чт+о ег+о т+ыловые друзь+я преусп+ели.
000375|Мо+и орден+а позв+якивали к+ак шутовск+ие бубенц+ы.
000376|Я побыв+ал н+а студ+енческих вечер+инках.
000377|Расск+азывал кошм+арные л+агерные ист+ории.
000378|Мен+я делик+атно сл+ушали, и возвращ+ались к акту+альным филолог+ическим т+емам: Пр+уст, Берр+оуз, Наб+оков.
000379|Вс+ё +это каз+алось мн+е удив+ительно пр+есным.
000380|Я б+ыл одерж+им геро+ическими л+агерными воспомин+аниями.
000381|Я произнос+ил т+осты в ч+есть умерщвл+ённых надзир+ателей и конво+иров.
000382|Я расск+азывал о так+их +ужасах, кот+орые в сво+ей чрезм+ерности б+ыли лишен+ы правдопод+обия.
000383|Я вс+ем надо+ел.
000384|Мн+е пон+ятно з+а чт+о высм+еивал Тург+енев, нед+авнего к+аторжанина Досто+евского.
000385|К +этому вр+емени, мо+я жен+а полюб+ила знамен+итого стол+ичного литер+атора.
000386|Тогд+а я оконч+ательно над+улся, и с+о вс+еми пересс+орился.
000387|Н+адо б+ыло иск+ать раб+оту.
000388|Мн+е каз+алось в т+у п+ору чт+о журнал+истика сродн+и литерат+уре.
000389|И я поступ+ил в заводск+ую многот+иражку.
000390|Газ+етная раб+ота пон+ыне явл+яется дл+я мен+я ист+очником существов+ания.
000391|Сейч+ас газ+ета мн+е опрот+ивела, н+о тогд+а, я б+ыл п+олон энтузи+азма.
000392|Мн+ого говор+ится о т+ом чт+о журнал+истика дл+я литер+атора зан+ятие п+агубное.
000393|Я +этого н+е ощущ+ал.
000394|В +этих сл+учаях д+ействуют разл+ичные уч+астки головн+ого м+озга.
000395|Когд+а я твор+ю дл+я газ+еты, у мен+я измен+яется п+очерк.
000396|Ит+ак, я поступ+ил в заводск+ую многотир+ажку.
000397|Одноврем+енно пис+ал расск+азы.
000398|+Их станов+илось вс+ё б+ольше.
000399|Он+и н+е умещ+ались в т+олстой п+апке з+а с+орок коп+еек.
000400|Тогд+а я ещ+ё н+е вполн+е серь+ёзно относ+ился к +этому.
000402|Одн+ажды бр+ат спрос+ил мен+я.
000403|Т+ы п+ишешь ром+ан?
000404|И я пиш+у — обр+адовался бр+ат — махн+ем н+е гл+ядя?
000405|Я д+олжен б+ыл ком+у-т+о показ+ать сво+и р+укописи.
000406|При+ятели с филф+ака н+е внуш+али дов+ерия.
000407|Знак+омых литер+аторов у мен+я н+е б+ыло.
000408|Т+олько неофици+альные.
000409|Пот+омок Дартань+яна.
000410|П+о бульв+ару вд+оль ж+ёлтых скам+еек м+имо г+ипсовых +урн — шаг+ает небольш+ого р+оста челов+ек.
000411|Ег+о зов+ут — Анат+олии Н+айман.
000412|Б+ыстрые н+оги ег+о обт+януты св+етлыми континент+альными дж+инсами.
000413|В движ+ениях из+ящество +юного кн+язя.
000414|Н+айман — интеллекту+альный ковб+ой.
000415|Успев+ает наж+ать спусков+ой крюч+ок р+аньше люб+ого оппон+ента.
000416|Ег+о трасс+ирующие ш+утки ядов+иты.
000418|Ж+енщина в трамв+ае Н+айману.
000419|+Ах н+е прикас+айтесь к+о мн+е!
000420|Ничег+о стр+ашного, я пот+ом в+ымою р+уки.
000421|Кр+оме тог+о Н+айман п+ишет замеч+ательные стих+и, +он др+уг Ахм+атовой, и воспит+атель Бр+одского.
000422|Я ег+о бо+юсь.
000423|М+ы встр+етились н+а +улице Пр+авды.
000424|Н+айман — огляд+ел мен+я с вес+ёлым зад+ором.
000425|Ещ+ё б+ы подстрел+ить так+ую кр+упную д+ичь!
